lng,lat
80.24000000000001,13.03
80.24204081632654,13.03204081632653
80.24408163265306,13.034081632653061
80.2461224489796,13.036122448979592
80.24816326530613,13.038163265306123
80.25020408163266,13.040204081632652
80.25224489795919,13.042244897959183
80.25428571428573,13.044285714285714
80.25632653061226,13.046326530612244
80.25836734693878,13.048367346938775
80.26040816326531,13.050408163265306
80.26244897959184,13.052448979591837
80.26448979591838,13.054489795918368
80.2665306122449,13.056530612244897
80.26857142857143,13.058571428571428
80.27061224489796,13.060612244897959
80.2726530612245,13.06265306122449
80.27469387755103,13.06469387755102
80.27673469387756,13.066734693877551
80.27877551020408,13.068775510204082
80.28081632653061,13.070816326530613
80.28285714285715,13.072857142857142
80.28489795918368,13.074897959183673
80.28693877551021,13.076938775510204
80.28897959183674,13.078979591836735
80.29102040816328,13.081020408163266
80.2930612244898,13.083061224489796
80.29510204081633,13.085102040816327
80.29714285714286,13.087142857142858
80.2991836734694,13.089183673469387
80.30122448979593,13.091224489795918
80.30326530612246,13.093265306122449
80.30530612244898,13.09530612244898
80.30734693877551,13.09734693877551
80.30938775510205,13.099387755102041
80.31142857142858,13.101428571428572
80.3134693877551,13.103469387755103
80.31551020408163,13.105510204081632
80.31755102040817,13.107551020408163
80.3195918367347,13.109591836734694
80.32163265306123,13.111632653061225
80.32367346938776,13.113673469387756
80.32571428571428,13.115714285714287
80.32775510204083,13.117755102040817
80.32979591836735,13.119795918367348
80.33183673469388,13.121836734693877
80.33387755102041,13.123877551020408
80.33591836734695,13.125918367346939
80.33795918367348,13.12795918367347
80.34,13.13
118.55031937563939,50.925674724822265
118.55236019196592,50.92771554114879
118.55440100829244,50.92975635747533
118.55644182461899,50.931797173801854
118.55848264094551,50.93383799012839
118.56052345727204,50.935878806454916
118.56256427359857,50.93791962278145
118.56460508992511,50.93996043910798
118.56664590625164,50.94200125543451
118.56868672257816,50.94404207176104
118.57072753890469,50.94608288808757
118.57276835523122,50.9481237044141
118.57480917155776,50.95016452074063
118.57684998788429,50.95220533706716
118.57889080421081,50.95424615339369
118.58093162053734,50.956286969720225
118.58297243686388,50.95832778604675
118.58501325319041,50.960368602373286
118.58705406951694,50.962409418699814
118.58909488584347,50.96445023502635
118.59113570216999,50.966491051352875
118.59317651849653,50.9685318676794
118.59521733482306,50.97057268400594
118.59725815114959,50.972613500332464
118.59929896747612,50.974654316659
118.60133978380266,50.976695132985526
118.60338060012919,50.97873594931206
118.60542141645571,50.98077676563859
118.60746223278224,50.98281758196512
118.60950304910878,50.98485839829165
118.61154386543531,50.98689921461818
118.61358468176184,50.98894003094471
118.61562549808836,50.99098084727124
118.61766631441489,50.99302166359777
118.61970713074143,50.9950624799243
118.62174794706796,50.997103296250835
118.62378876339449,50.99914411257736
118.62582957972101,51.001184928903896
